id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
3369,2018/2/1,shot,unarmed,35,M,W,Waverly,OH,TRUE,attack,Foot,FALSE
3370,2018/2/1,shot,,31,M,B,Harrisburg,PA,FALSE,attack,Not fleeing,FALSE
3371,2018/2/1,shot,gun,32,M,B,Peoria,IL,FALSE,attack,Foot,FALSE
3372,2018/2/1,shot,gun,56,M,W,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
3373,2018/2/1,shot,gun,37,M,B,Houston,TX,FALSE,attack,Foot,FALSE
3374,2018/2/1,shot,gun,32,M,W,Louisville,KY,FALSE,attack,Not fleeing,FALSE
3375,2018/2/1,shot,knife,28,M,B,Clayton,GA,FALSE,other,Other,FALSE
3376,2018/2/1,shot,gun,26,M,W,Helena,MT,TRUE,other,,FALSE
4248,2018/2/1,shot,vehicle,38,M,,Louisville,KY,FALSE,undetermined,Not fleeing,FALSE
3377,2018/2/2,shot,knife,27,M,W,Charlotte,NC,TRUE,other,Not fleeing,TRUE
3380,2018/2/2,shot,gun,,M,,Winters,TX,TRUE,attack,Not fleeing,FALSE
3379,2018/2/3,shot,toy weapon,,M,B,Atlanta,GA,FALSE,attack,Foot,FALSE
3381,2018/2/3,shot,unarmed,43,M,W,Reading,MA,FALSE,other,Foot,FALSE
3383,2018/2/3,shot,gun,49,M,W,Gulfport,MS,FALSE,attack,Foot,FALSE
3382,2018/2/4,shot,gun,16,M,B,Los Angeles,CA,FALSE,other,Foot,FALSE
3384,2018/2/5,shot,gun,35,M,W,Nice,CA,FALSE,other,Not fleeing,FALSE
3385,2018/2/5,shot,gun,19,M,H,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE
3386,2018/2/6,shot,unarmed,59,M,W,St. Augustine,FL,FALSE,other,Not fleeing,FALSE
3387,2018/2/6,shot,knife,29,M,H,Denver,CO,FALSE,other,Not fleeing,FALSE
3388,2018/2/6,shot,gun,65,M,,Laguna Woods,CA,FALSE,attack,Not fleeing,FALSE
3389,2018/2/6,shot,,37,M,H,Los Angeles,CA,FALSE,other,Car,FALSE
3390,2018/2/7,shot and Tasered,,22,M,W,Lantana,FL,FALSE,attack,Car,FALSE
3392,2018/2/8,shot,BB gun,40,M,W,Antioch,CA,FALSE,other,Not fleeing,FALSE
3393,2018/2/8,shot,knife,35,M,H,Grant-Valkaria,FL,TRUE,other,Not fleeing,FALSE
3394,2018/2/9,shot,gun,39,M,B,Locust Grove,GA,FALSE,attack,Not fleeing,FALSE
3395,2018/2/9,shot,vehicle,36,M,B,Atlanta,GA,FALSE,other,Car,FALSE
3402,2018/2/9,shot,gun,78,M,W,Flagstaff,AZ,FALSE,other,Not fleeing,TRUE
3397,2018/2/10,shot,undetermined,25,M,W,Columbus,OH,FALSE,undetermined,Foot,FALSE
3398,2018/2/10,shot,gun,41,M,W,Aurora,CO,FALSE,other,Not fleeing,FALSE
3404,2018/2/10,shot,gun,63,M,W,Kingman,AZ,FALSE,attack,Not fleeing,TRUE
3399,2018/2/10,shot and Tasered,machete,48,M,B,Tampa,FL,TRUE,other,Not fleeing,FALSE
3396,2018/2/11,shot,gun,42,M,W,Bolton,VT,TRUE,other,Not fleeing,FALSE
3400,2018/2/11,shot,gun,39,M,B,Pittsburgh,PA,FALSE,attack,Foot,FALSE
3410,2018/2/11,shot,gun,,M,,Grant,OK,FALSE,attack,Not fleeing,FALSE
3403,2018/2/12,shot,gun,84,M,W,Homestead,FL,TRUE,attack,Not fleeing,FALSE
3405,2018/2/13,shot,unarmed,33,M,B,Vallejo,CA,FALSE,attack,Foot,FALSE
3411,2018/2/13,shot,gun and knife,52,M,A,Denver,CO,FALSE,other,Not fleeing,FALSE
4250,2018/2/13,shot,gun,48,F,W,Willits,CA,FALSE,other,Car,FALSE
3409,2018/2/14,shot,gun,,M,,Fort Worth,TX,FALSE,attack,Foot,FALSE
3413,2018/2/14,shot,knife,30,M,B,Merrillville,IN,TRUE,attack,Not fleeing,FALSE
3414,2018/2/14,shot,gun,29,M,W,Kokomo,IN,FALSE,other,Not fleeing,FALSE
3415,2018/2/14,shot,gun,27,M,W,Belton,MO,TRUE,attack,Other,FALSE
3416,2018/2/14,shot,gun,41,M,W,Mobile,AL,TRUE,attack,Not fleeing,FALSE
3408,2018/2/15,shot,gun,57,M,H,Mesa,AZ,FALSE,attack,Not fleeing,FALSE
3417,2018/2/15,shot,gun,27,M,N,Montezuma Creek,UT,FALSE,attack,Car,FALSE
3418,2018/2/15,shot,gun,58,M,W,Henderson,NC,FALSE,attack,Not fleeing,FALSE
3420,2018/2/16,shot,unknown weapon,59,M,W,Cocoa Beach,FL,TRUE,undetermined,,FALSE
3421,2018/2/16,shot,undetermined,39,M,W,Sissonville,WV,TRUE,undetermined,,FALSE
3422,2018/2/17,shot,gun,28,M,B,Inwood,WV,FALSE,attack,Not fleeing,FALSE
3423,2018/2/17,shot,,28,M,W,Hernando,FL,FALSE,other,Not fleeing,FALSE
3424,2018/2/17,shot,,23,M,H,Las Cruces,NM,FALSE,other,Car,FALSE
3425,2018/2/17,shot,gun,55,M,W,Catoosa,OK,TRUE,attack,Not fleeing,FALSE
3426,2018/2/18,shot,gun,33,M,H,Guadalupe County,TX,FALSE,attack,Car,FALSE
3406,2018/2/19,shot,gun,41,M,,Seattle,WA,FALSE,attack,Not fleeing,FALSE
3407,2018/2/19,shot,gun,23,M,H,Austin,TX,TRUE,attack,Other,FALSE
3412,2018/2/19,shot,knife,45,M,B,Denton,TX,FALSE,other,Foot,TRUE
3427,2018/2/21,shot,gun,37,M,B,Fort Washington,MD,FALSE,attack,Car,FALSE
3428,2018/2/21,shot,gun,21,M,B,Montgomery,AL,FALSE,attack,Foot,FALSE
3429,2018/2/21,shot,gun,27,M,W,Stutsman County,ND,FALSE,attack,Car,FALSE
3430,2018/2/21,shot,gun,39,M,B,Phoenix,AZ,FALSE,attack,Car,FALSE
3440,2018/2/21,shot,gun,37,M,B,Jackson,MS,FALSE,attack,Foot,FALSE
3441,2018/2/21,shot,undetermined,22,M,B,Stratford,TX,FALSE,undetermined,,FALSE
3431,2018/2/22,shot,gun,26,M,B,Church Hill,TN,FALSE,other,,FALSE
3432,2018/2/22,shot,gun,27,M,W,Phoenix,AZ,FALSE,other,Foot,FALSE
3434,2018/2/23,shot,unarmed,37,M,B,Woodbridge,VA,FALSE,other,Foot,FALSE
3435,2018/2/23,shot,toy weapon,58,M,W,Evansville,IN,FALSE,other,Not fleeing,FALSE
4247,2018/2/24,shot,toy weapon,62,M,W,Monongalia,WV,FALSE,attack,Not fleeing,TRUE
3442,2018/2/25,shot,knife,25,M,B,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
3444,2018/2/25,shot,sword,36,M,W,Casper,WY,FALSE,other,Foot,FALSE
3445,2018/2/25,shot,gun,,M,H,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
3437,2018/2/26,shot,gun,27,M,W,Crawford County,OH,FALSE,attack,Foot,FALSE
3438,2018/2/26,shot,gun,37,M,W,Gilbert,AZ,FALSE,attack,,FALSE
3439,2018/2/26,shot,gun,25,M,W,Wamego,KS,FALSE,attack,Not fleeing,FALSE
3446,2018/2/26,shot,gun,40,M,B,St. Louis,MO,FALSE,attack,Not fleeing,FALSE
3443,2018/2/26,shot and Tasered,machete,22,M,W,Los Angeles,CA,TRUE,other,Not fleeing,TRUE
3447,2018/2/27,shot,gun,29,M,B,Dallas,TX,FALSE,attack,Not fleeing,FALSE
3448,2018/2/27,shot,gun,20,M,W,Chester,SC,FALSE,other,Car,TRUE
3449,2018/2/27,shot,gun,33,M,W,Coeur d'Alene,ID,FALSE,attack,Not fleeing,FALSE
3450,2018/2/28,shot,gun,48,M,B,Orlando,FL,FALSE,attack,Not fleeing,FALSE
4249,2018/2/28,shot,unknown weapon,47,M,H,Alamosa,CO,FALSE,other,Not fleeing,FALSE
3451,2018/3/1,shot,machete,40,M,B,Henrico,VA,FALSE,other,Car,FALSE
3466,2018/3/1,shot,unknown weapon,29,M,H,Tucson,AZ,FALSE,other,Not fleeing,FALSE
3453,2018/3/2,shot,unknown weapon,29,M,H,Bristol Township,PA,FALSE,other,Not fleeing,FALSE
3454,2018/3/2,shot,gun,44,M,W,Glendale,AZ,FALSE,attack,Foot,FALSE
3458,2018/3/2,shot,knife,36,M,W,Mesa,AZ,FALSE,other,Not fleeing,FALSE
3459,2018/3/2,shot,undetermined,31,M,,Santa Ana,CA,FALSE,undetermined,Not fleeing,FALSE
3460,2018/3/2,shot,gun,48,M,W,Scottsdale,AZ,FALSE,other,Not fleeing,FALSE
3465,2018/3/2,shot,unknown weapon,49,M,B,Clarksville,TX,FALSE,attack,Not fleeing,TRUE
3455,2018/3/3,shot,piece of wood,38,F,H,Pima County,AZ,FALSE,other,Not fleeing,FALSE
3457,2018/3/3,shot,gun,70,M,,Johnson County,MO,FALSE,attack,Not fleeing,FALSE
3467,2018/3/3,shot,gun,41,M,B,Gulfport,MS,FALSE,attack,Not fleeing,FALSE
3462,2018/3/4,shot,toy weapon,,M,H,Abington Township,PA,FALSE,other,Not fleeing,FALSE
3452,2018/3/5,shot,gun,28,M,W,Sandpoint,ID,TRUE,attack,Not fleeing,FALSE
3461,2018/3/5,shot,toy weapon,33,M,W,Carroll County,GA,FALSE,attack,Not fleeing,FALSE
3463,2018/3/5,shot,knife,44,M,W,Lakeland,FL,TRUE,other,Foot,FALSE
3464,2018/3/5,shot,gun,65,M,W,Barnwell,AL,FALSE,attack,Not fleeing,FALSE
3469,2018/3/5,shot,gun,,M,,Kansas City,MO,FALSE,attack,,FALSE
3472,2018/3/5,shot,gun,35,M,W,Oil Springs,KY,TRUE,attack,Not fleeing,FALSE
3474,2018/3/5,shot,knife,25,M,W,Farmington,NM,FALSE,other,Not fleeing,FALSE
3475,2018/3/6,shot,gun,40,M,W,North Manchester,IN,FALSE,attack,Not fleeing,TRUE
3476,2018/3/6,shot,gun,36,M,W,Terre Haute,IN,TRUE,attack,Not fleeing,FALSE
3477,2018/3/6,shot,gun,55,M,W,Pueblo,CO,FALSE,attack,Foot,FALSE
3478,2018/3/6,shot,gun,19,M,H,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
3480,2018/3/6,shot,gun,70,M,W,Shelbyville,TX,FALSE,other,Not fleeing,FALSE
3481,2018/3/6,shot,gun,37,M,B,Clinton,MO,TRUE,attack,Not fleeing,FALSE
3479,2018/3/7,shot,gun,53,M,W,Long Beach,CA,FALSE,attack,Not fleeing,FALSE
4252,2018/3/7,shot,unarmed,84,F,W,Bexar County,TX,FALSE,other,Not fleeing,FALSE
3482,2018/3/7,shot and Tasered,pick-axe,46,M,H,Austin,TX,TRUE,other,Not fleeing,FALSE
3483,2018/3/8,shot,gun,29,M,B,Spotsylvania,VA,FALSE,attack,Other,FALSE
3484,2018/3/8,shot,undetermined,,M,,Jurupa Valley,CA,FALSE,undetermined,Not fleeing,FALSE
3493,2018/3/8,shot,toy weapon,,M,,Pottstown,PA,TRUE,other,Not fleeing,FALSE
3494,2018/3/8,shot,gun,27,M,N,Pilot Station,AK,FALSE,attack,Foot,FALSE
4254,2018/3/8,shot,undetermined,,M,,Jurupa Valley,CA,FALSE,undetermined,Not fleeing,FALSE
3485,2018/3/9,shot,knife,32,F,W,Tarpon Springs,FL,FALSE,other,Not fleeing,FALSE
3492,2018/3/9,shot,gun,27,M,H,Phoenix,AZ,FALSE,attack,Foot,FALSE
4253,2018/3/9,shot,knife,38,M,A,Arlington,TX,FALSE,attack,Not fleeing,FALSE
3488,2018/3/10,shot,gun,20,M,B,Hillsboro,OR,TRUE,attack,Not fleeing,FALSE
3491,2018/3/10,shot,gun,45,M,H,Fontana,CA,FALSE,attack,Not fleeing,FALSE
3486,2018/3/11,shot,gun,32,M,W,Oakland,CA,TRUE,attack,Not fleeing,FALSE
3498,2018/3/11,shot,gun,48,M,H,Fort Sumner,NM,FALSE,other,Foot,FALSE
3499,2018/3/11,shot,gun,57,M,H,Midland,TX,FALSE,attack,Not fleeing,FALSE
3487,2018/3/12,shot,knife,34,F,B,Elgin,IL,TRUE,other,Car,TRUE
3489,2018/3/12,shot,gun,16,M,W,Midland,MI,TRUE,attack,Foot,FALSE
3490,2018/3/12,shot,gun,47,M,W,Blackman Township,MI,FALSE,attack,Foot,FALSE
3495,2018/3/12,shot,gun,61,M,W,Lexington,NC,FALSE,attack,Not fleeing,FALSE
3496,2018/3/12,shot,,32,M,W,West Fargo,ND,FALSE,attack,Car,FALSE
4251,2018/3/12,shot,gun,31,M,W,Colorado Springs,CO,FALSE,other,Not fleeing,FALSE
3497,2018/3/12,shot and Tasered,baseball bat,46,M,B,Manhasset,NY,FALSE,attack,Not fleeing,FALSE
3503,2018/3/12,shot and Tasered,baton,27,M,B,Tulare,CA,TRUE,attack,Foot,FALSE
3501,2018/3/13,shot,gun,31,M,W,Sandy,UT,FALSE,other,Not fleeing,FALSE
3500,2018/3/14,shot,,26,M,W,Keizer,OR,FALSE,other,Foot,FALSE
3511,2018/3/14,shot,unarmed,31,M,B,East Baton Rouge,LA,TRUE,attack,Not fleeing,FALSE
3513,2018/3/14,shot,unknown weapon,,M,,Parmelee,SD,FALSE,other,,FALSE
3514,2018/3/15,shot and Tasered,unarmed,27,M,B,Casa Grande,AZ,FALSE,attack,Not fleeing,FALSE
3507,2018/3/16,shot,gun,49,M,B,Clarksville,TN,FALSE,attack,Not fleeing,FALSE
3508,2018/3/16,shot,knife,26,M,W,Jonesborough,TN,TRUE,other,Foot,FALSE
3510,2018/3/16,shot,knife,28,M,W,Elk Plain,WA,TRUE,other,Not fleeing,FALSE
3512,2018/3/16,shot,ax,62,M,W,Burnsville,NC,FALSE,other,,FALSE
4257,2018/3/16,shot,undetermined,34,M,,Harris County,TX,FALSE,attack,Not fleeing,FALSE
3504,2018/3/17,shot,gun,50,M,H,Valley View,CA,FALSE,other,Car,FALSE
3502,2018/3/18,shot,,,M,,Lancaster,TX,FALSE,attack,Car,FALSE
3506,2018/3/18,shot,unarmed,23,M,B,Sacramento,CA,FALSE,other,Foot,TRUE
3509,2018/3/18,shot,knife,40,M,H,South El Monte,CA,FALSE,other,Foot,FALSE
3516,2018/3/19,shot,gun,50,M,N,Utica,KY,FALSE,attack,Other,FALSE
3517,2018/3/19,shot,crossbow,50,M,W,Lone Rock,AR,FALSE,other,Not fleeing,FALSE
3520,2018/3/19,shot,undetermined,27,M,A,Denver,CO,FALSE,undetermined,Car,FALSE
3515,2018/3/19,shot and Tasered,knife,35,M,B,Greenville,SC,FALSE,other,Not fleeing,TRUE
3518,2018/3/20,shot,gun,32,M,W,Scott County,KY,FALSE,attack,Not fleeing,FALSE
3519,2018/3/20,shot,gun,56,M,W,Timberlake,NC,TRUE,attack,Not fleeing,FALSE
3528,2018/3/20,shot,gun,20,M,W,Winter Haven,FL,TRUE,attack,Not fleeing,FALSE
3533,2018/3/20,shot,gun,56,M,W,Princeton,NJ,FALSE,other,Not fleeing,FALSE
3523,2018/3/21,shot,gun,39,M,N,Owasso,OK,TRUE,attack,Not fleeing,TRUE
3524,2018/3/21,shot,knife,47,M,W,Mannford,OK,TRUE,other,Not fleeing,FALSE
3525,2018/3/21,shot,gun,25,M,W,Amelia Island,FL,TRUE,attack,Not fleeing,FALSE
3534,2018/3/21,shot,gun,21,M,A,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
4256,2018/3/21,shot,knife,18,M,H,Littlefield,TX,FALSE,attack,Foot,FALSE
3521,2018/3/22,shot,gun,36,M,H,Aurora,IL,FALSE,attack,Foot,FALSE
3529,2018/3/22,shot,unarmed,35,M,B,Greenspoint,TX,TRUE,attack,Not fleeing,FALSE
3522,2018/3/23,shot,gun,29,M,W,Abilene,TX,FALSE,attack,Not fleeing,FALSE
3526,2018/3/23,shot,undetermined,32,M,,Bogalusa,LA,FALSE,attack,Not fleeing,FALSE
3527,2018/3/23,shot,gun,20,M,H,Childress,TX,FALSE,attack,Foot,FALSE
3536,2018/3/23,shot,,30,M,B,Largo,FL,FALSE,attack,Not fleeing,FALSE
3541,2018/3/23,shot,unknown weapon,40,M,W,Genesee Township,MI,FALSE,other,Car,FALSE
3542,2018/3/23,shot,incendiary device,48,M,H,Douglas,AZ,FALSE,other,Not fleeing,FALSE
3569,2018/3/23,shot,unknown weapon,,M,,Scottsdale,AZ,FALSE,other,Not fleeing,FALSE
3540,2018/3/23,shot and Tasered,knife,23,M,W,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
3537,2018/3/24,shot,unarmed,42,M,W,Nikolaevsk,AK,FALSE,attack,Not fleeing,FALSE
3538,2018/3/24,shot,knife,20,M,N,Anchorage,AK,FALSE,other,Foot,FALSE
3539,2018/3/24,shot,gun,25,F,W,Columbus,OH,FALSE,attack,Not fleeing,FALSE
3535,2018/3/25,shot,gun,28,M,H,Austin,TX,FALSE,attack,Not fleeing,FALSE
3543,2018/3/26,shot,gun,34,M,W,Wise County,VA,FALSE,other,Car,FALSE
3548,2018/3/27,shot,gun,41,M,H,Sanford,NC,FALSE,attack,Not fleeing,TRUE
3551,2018/3/27,shot,unarmed,24,M,W,Midway,FL,TRUE,attack,Other,TRUE
3552,2018/3/27,shot,unknown weapon,29,M,W,Nampa,ID,FALSE,undetermined,Not fleeing,FALSE
3553,2018/3/27,shot,,33,F,W,Montgomery,AL,FALSE,attack,Car,FALSE
3554,2018/3/27,shot,gun,44,M,H,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
3544,2018/3/28,shot,gun and knife,31,M,W,Stillwater,OK,TRUE,other,Not fleeing,FALSE
3545,2018/3/28,shot,gun,26,M,W,Lower Macungie Township,PA,FALSE,attack,Foot,FALSE
3546,2018/3/28,shot,gun,51,M,W,Elizabethtown,KY,FALSE,attack,Not fleeing,FALSE
3547,2018/3/28,shot,,64,M,W,Sylacauga,AL,FALSE,attack,Car,FALSE
3549,2018/3/28,shot,gun,29,M,W,Swansea,SC,TRUE,other,Car,FALSE
3550,2018/3/28,shot,knife,61,M,W,Surprise,AZ,FALSE,other,Not fleeing,FALSE
3555,2018/3/29,shot,gun,44,M,H,Pasadena,TX,TRUE,attack,Other,TRUE
3556,2018/3/29,shot,gun,39,M,B,Charleston,WV,TRUE,attack,Car,FALSE
3559,2018/3/29,shot,gun,35,M,W,Clarksville,TN,FALSE,other,Other,FALSE
3557,2018/3/29,shot and Tasered,knife,39,M,W,Las Vegas,NV,FALSE,other,Not fleeing,TRUE
3560,2018/3/30,shot,gun,60,M,B,Winston-Salem,NC,FALSE,other,Not fleeing,FALSE
3568,2018/3/30,shot,toy weapon,42,M,W,Atwater,CA,FALSE,other,Not fleeing,FALSE
3567,2018/3/31,shot,machete,27,M,W,Guthrie,OK,FALSE,attack,Not fleeing,FALSE
3576,2018/3/31,shot,,21,M,H,Reno,NV,FALSE,attack,Not fleeing,FALSE
3561,2018/4/1,shot,gun,33,M,H,San Antonio,TX,FALSE,other,Not fleeing,FALSE
3562,2018/4/1,shot,gun,60,M,B,New Llano,LA,FALSE,attack,Not fleeing,FALSE
3563,2018/4/1,shot,gun,24,M,W,Goodbee,LA,FALSE,attack,Car,FALSE
3564,2018/4/1,shot,gun,41,M,B,Tampa,FL,FALSE,attack,Car,FALSE
3565,2018/4/1,shot,knife,41,M,B,Greenville,NC,FALSE,other,Not fleeing,FALSE
3566,2018/4/1,shot,gun,34,M,B,Jackson,MI,TRUE,attack,Not fleeing,FALSE
3572,2018/4/1,shot,knife,23,M,H,Brownsville,TX,TRUE,other,Not fleeing,FALSE
3573,2018/4/1,shot,knife,38,M,W,Belton,MO,FALSE,other,,FALSE
4255,2018/4/1,shot,gun,58,M,W,Phoenix,AZ,FALSE,other,Foot,FALSE
3579,2018/4/3,shot,gun,49,M,W,Huntsville,AL,TRUE,undetermined,Not fleeing,TRUE
3574,2018/4/4,shot,knife,27,M,B,Okmulgee,OK,TRUE,other,Not fleeing,FALSE
3575,2018/4/4,shot,gun,34,M,H,Corpus Christi,TX,FALSE,other,Foot,FALSE
3577,2018/4/4,shot,metal pipe,34,M,B,New York,NY,TRUE,attack,Not fleeing,FALSE
3580,2018/4/4,shot,gun,70,M,,Molena,GA,FALSE,attack,Not fleeing,FALSE
3581,2018/4/4,shot,gun,44,F,W,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
3584,2018/4/4,shot,gun,30,M,W,Mesa,AZ,FALSE,attack,Foot,FALSE
3578,2018/4/5,shot,gun,81,M,W,Greece,NY,FALSE,attack,Not fleeing,FALSE
3582,2018/4/5,shot,gun,40,M,W,Volant,PA,FALSE,attack,Not fleeing,FALSE
3583,2018/4/5,shot,knife,27,M,B,South Bend,IN,FALSE,other,Not fleeing,FALSE
3586,2018/4/5,shot,,26,M,B,Barstow,CA,FALSE,attack,Not fleeing,FALSE
3587,2018/4/5,shot,gun,18,M,A,Fremont,CA,FALSE,attack,Foot,FALSE
3623,2018/4/5,shot,gun,59,M,W,Reynoldsville,WV,FALSE,other,Foot,TRUE
4259,2018/4/5,shot,knife,56,M,H,South Bend,IN,TRUE,other,Not fleeing,FALSE
4260,2018/4/5,shot,gun,22,M,H,Las Vegas,NV,TRUE,attack,Not fleeing,FALSE
3588,2018/4/6,shot,gun,26,M,,Marysville,CA,FALSE,attack,Car,FALSE
3589,2018/4/6,shot,gun,34,M,A,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE
3590,2018/4/6,shot,knife,23,M,W,Searcy County,AR,FALSE,attack,Foot,FALSE
4258,2018/4/6,shot,gun,36,M,W,Federal Way,WA,FALSE,attack,Not fleeing,FALSE
3591,2018/4/7,shot,knife,48,M,W,Portland,OR,TRUE,other,Other,FALSE
3592,2018/4/7,shot,gun,33,M,W,Oroville,CA,FALSE,attack,Not fleeing,FALSE
3593,2018/4/8,shot,toy weapon,24,M,H,Cathedral City,CA,FALSE,attack,Not fleeing,FALSE
3594,2018/4/8,shot,unarmed,25,M,B,Danville,VA,FALSE,other,Other,TRUE
3595,2018/4/8,shot,undetermined,20,M,B,West Valley City,UT,FALSE,other,Foot,TRUE
3596,2018/4/8,shot,screwdriver,45,M,W,Louisville,KY,FALSE,other,Not fleeing,TRUE
3599,2018/4/9,shot,gun,29,M,W,Reseda,CA,FALSE,other,Foot,TRUE
4262,2018/4/9,shot,gun,34,M,W,Oaks,OK,FALSE,other,Not fleeing,TRUE
3597,2018/4/9,shot and Tasered,knife,23,M,W,Troy,MI,FALSE,attack,Not fleeing,FALSE
3598,2018/4/9,shot and Tasered,knife,29,M,W,Billings,MT,FALSE,attack,Not fleeing,TRUE
3600,2018/4/10,shot,toy weapon,44,M,W,Billings,MT,FALSE,other,Not fleeing,FALSE
3601,2018/4/10,shot,gun,39,M,,Tucson,AZ,FALSE,other,Not fleeing,FALSE
3602,2018/4/10,shot,knife,30,M,B,Baldwin Hills,CA,TRUE,other,Foot,FALSE
3603,2018/4/10,shot,,28,M,W,Royal Oak,MI,FALSE,other,Car,FALSE
3605,2018/4/11,shot,gun,71,F,W,Winn Parish,LA,FALSE,attack,Not fleeing,FALSE
3606,2018/4/11,shot,gun,25,M,B,Gardena,CA,FALSE,attack,Not fleeing,FALSE
3607,2018/4/11,shot,gun,61,M,W,Pembroke,NY,TRUE,attack,Not fleeing,TRUE
3613,2018/4/11,shot,machete,39,M,W,Sparta,NC,FALSE,other,Not fleeing,TRUE
3637,2018/4/11,shot,gun,50,M,W,Winn Parish,LA,FALSE,attack,Not fleeing,FALSE
3608,2018/4/12,shot,gun,,M,B,Atlanta,GA,TRUE,attack,Not fleeing,FALSE
3609,2018/4/12,shot,gun,23,M,W,Lake Elmo,MN,TRUE,undetermined,Not fleeing,FALSE
3610,2018/4/12,shot,knife,39,M,B,Helena-West Helena,AR,FALSE,attack,Not fleeing,FALSE
3611,2018/4/12,shot,gun,45,M,B,Washington,PA,FALSE,attack,Other,FALSE
3614,2018/4/12,shot,glass shard,,M,,Trinidad,CO,FALSE,other,Not fleeing,FALSE
3612,2018/4/13,shot,knife,34,M,W,Waco,TX,FALSE,other,Not fleeing,FALSE
3621,2018/4/13,shot,gun,31,M,W,Thornton,CO,FALSE,other,Car,FALSE
3617,2018/4/14,shot,undetermined,55,M,H,Millville,NJ,FALSE,other,Car,FALSE
3618,2018/4/14,shot,gun,39,M,B,Phoenix,AZ,FALSE,attack,Other,FALSE
3619,2018/4/14,shot,,32,M,W,Carrollton,GA,FALSE,attack,Not fleeing,FALSE
3620,2018/4/14,shot,gun,44,M,H,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
4263,2018/4/14,shot,toy weapon,24,M,W,Anaheim,CA,TRUE,attack,Not fleeing,TRUE
3616,2018/4/15,shot,knife,36,M,N,Lodge Grass,MT,FALSE,other,Not fleeing,FALSE
3622,2018/4/17,shot,screwdriver,41,M,B,Magna,UT,TRUE,attack,Car,FALSE
3624,2018/4/17,shot,,25,M,B,Austell,GA,FALSE,attack,Car,FALSE
3625,2018/4/17,shot,,39,M,W,Tishomingo,OK,FALSE,attack,Car,FALSE
3631,2018/4/17,shot,,40,M,W,Cumberland County,KY,FALSE,attack,Car,FALSE
3626,2018/4/18,shot,knife,32,M,W,Douglasville,GA,FALSE,attack,Not fleeing,TRUE
3627,2018/4/18,shot,gun,45,M,W,Greene County,MO,FALSE,attack,Foot,FALSE
3628,2018/4/18,shot,gun,31,M,B,Fort Lauderdale,FL,FALSE,attack,Not fleeing,FALSE
3629,2018/4/18,shot,knife,32,M,N,Sugar House,UT,TRUE,other,Not fleeing,FALSE
3630,2018/4/18,shot,gun,48,M,B,Pavilion Township,MI,FALSE,attack,Not fleeing,FALSE
3634,2018/4/20,shot,,49,M,W,Foresthill,CA,TRUE,other,Car,FALSE
3636,2018/4/20,shot,undetermined,48,M,B,Orlando,FL,FALSE,other,,FALSE
3638,2018/4/20,shot,gun,18,M,W,Mackinaw,IL,FALSE,attack,Not fleeing,FALSE
3632,2018/4/21,shot,knife,48,M,W,Boone,IA,FALSE,other,,FALSE
3633,2018/4/21,shot,gun,25,M,B,Memphis,TN,FALSE,other,Foot,FALSE
3635,2018/4/22,shot,gun,27,M,W,West Olive,MI,FALSE,attack,Not fleeing,FALSE
3639,2018/4/22,shot,gun,37,M,H,Louisville,KY,FALSE,attack,Foot,FALSE
3640,2018/4/24,shot,gun,44,M,H,San Antonio,TX,FALSE,other,Foot,FALSE
3642,2018/4/24,shot,gun,27,M,B,Louisville,KY,FALSE,attack,,TRUE
3645,2018/4/24,shot,gun,,M,,Harmony,TX,TRUE,attack,Not fleeing,FALSE
4266,2018/4/24,shot,gun,,M,,Amarillo,TX,TRUE,attack,Not fleeing,FALSE
3641,2018/4/25,shot,gun,41,M,W,Colorado Springs,CO,FALSE,attack,Foot,FALSE
3643,2018/4/25,shot,knife,42,M,B,Louisville,KY,FALSE,attack,Not fleeing,FALSE
3644,2018/4/25,shot,gun,36,M,W,Denver,CO,FALSE,other,Car,FALSE
4264,2018/4/25,shot,gun,89,M,,Grand Canyon Caverns,AZ,TRUE,attack,Not fleeing,FALSE
4265,2018/4/25,shot,gun,37,M,B,Grand Prairie,TX,FALSE,attack,Not fleeing,FALSE
3646,2018/4/26,shot,knife,22,M,,Vernon,TX,FALSE,attack,Car,FALSE
3648,2018/4/26,shot,,56,F,W,Palermo,CA,FALSE,attack,Car,TRUE
4267,2018/4/26,shot,gun,35,M,,Shelby Township,MI,TRUE,attack,Not fleeing,FALSE
3649,2018/4/28,shot,knife,36,F,A,Johns Creek,GA,TRUE,other,Not fleeing,FALSE
3652,2018/4/28,shot,gun,46,M,W,Northglenn,CO,FALSE,other,Not fleeing,FALSE
3653,2018/4/28,shot,gun,26,M,H,Elk Grove,CA,FALSE,attack,Not fleeing,FALSE
